Header,Rating,Review,Product,asin
I love this WiFi plug.,5.0 ,"We bought an Amazon Echo during Prime days so we are slowly purchasing smart bulbs and sockets to use with it. Maybe I'm just getting lazy but I love the ability to turn on my light on my end table by telling Alexa to do it (although I did have rotator cuff surgery on both shoulders recently and reaching for my lamp is not easy or pain free at the moment) My husband set it up and said it it worked better when he moved it closer to our wireless router while connecting it to my phone. Then once setup we moved it to my lamp in the family room and it works great. I renamed it Melissa's lamp in the phone app, (they list Jinvoo Smart app but I already had Tuya Smart app installed on my phone for another plug and some bulbs I have and it recognized this plug and worked just fine) Then go to your Echo and search for ""devices"" under the ""smart home"" section, it will find the plug and you are good to go. Now you can use your phone app or Alexa to control the plug (or even manually with the button on the front) I love it!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Easy to use and so convienent!,5.0 ,"I was so excited to get this plug. I recently purchased a Dot which this is compatible for. Love these smart plugs, they are a cheap and easy way to transition your home into a smart home! It’s easy to set up and use, although I have not paired just her to my Dot as I'm still learning. The App is also easy to download and use. Its pretty neat what you can actually control from these plugs remotely. Its convenient to be able to turn on/off light or start laundry from a App on your phone. I have a broken leg currently so this has been nice to have as I'm not 100% mobile. They are quality pieces made well and used for any standard outlet.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
It is the best item I have bought on the Internet and very ...,5.0 ,"I got one for a try, this plug is working smoothly beyond my imagination. I frequently travel for business, so I used to worry that if my house was visited by thief because it is located in a sparsely populated region. The minds of the really big stones down since I have the plug. I set a timer for my living room light, the light would go on automatically when I am away from home, this give thief a false impression that someone at home. Moreover, my light switch is set on high, it is a little difficult for me to reach it, then the stuff help me solve the trouble, because the light will turn on/off as long as I say “Alexa, turn on/off the living room light”. It is the best item I have bought on the Internet and very fit for those who seek for convenience in daily life, I want to buy another one for my bedroom. Believe me, purchase it, you won’t regret it!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Will buy more,5.0 ,"This product is amazing. Easy to set up, works perfectly with my home wifi. Now I can control my living room light with a touch on my cell phone, or yell at Alexa to do it while I'm laying on bed. Planning to buy a few more to power other electronic that can be controlled over my phone. Recommend! It is also cheaper than many other brands, but it does the job just well.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Works great with Alexa,5.0 ,"A friend bought us an Amazon Echo - and as I began to play around with it, I decided to try out these wireless outlets that are designed to work with Alexa. We have a lamp in the living room that uses an old fashioned timer with a wired switch which was starting to fall apart, so I was hoping for this to be an improvement. Set up is fairly straightforward if you follow the instructions, though a bit difficult to follow since the manual had the smallest print - even hard to read with my reading glasses on. Download the app onto your phone, and then you can program the outlet. I had an issue where the outlet would not connect to my router or an extender that i normally use, but it connected to my Apple Airport access point without issue. Still could not figure out why it would only work with the Airport - but glad I had that option. After connection via wifi - it works great. You can use Alexa and speak commands to turn on and off, as well as the button on the outlet itself. You can also use the app to turn the outlet on/off, as well as to name the outlets as you desire, and even set the timer. We have ours set to turn the lights on and off automatically each day. So far, it has lived up to expectations.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Easy to use,5.0 ,"Super easy to use and wonderful for things like lights in the house! I put this on a stand lamp in my living room and if I'm coming home late after shopping or something I just hate coming into a dark house! Plus it really alerts people that you're not home if it's all dark. Problem solved! I put this on a lamp in our living room and can just turn it on when I leave work or the store from my phone. No more dark house! I could see putting this on a fan too, we're in Hawaii and the house gets hot in the afternoon. It has an app to install on your phone which is free and super easy to set up, great if you don't want to come home to a dark or hot house.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Move into High Tech!,5.0 ,"As we get a little more technical throughout the world I have decided to try this smart plug. This is so great and easy to install. Literally, you plug it in the wall, plug in whatever you want to control via phone app and connect the plug to your wifi, with the click of a button it is turning on the lights in my room. I would highly recommend this for anyone that not only wants to move their home in the high-tech era, but for grandmas and grandpas that need light heading into a dark home. Another great thing about this is that you can set a timer for it. Once you set your the time you want your lights one, set the time and you are good to go!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Awesome sauce,5.0 ,Bought this to put in an outdoor enclosure to power my yard lights. Simple device that works great! You can set a schedule via the app to turn on / off at certain times. On top of that you can override the timer with a simple on / off. Easily found my network too. I will get a couple more to finish my smart home.,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Works with Alexa!,5.0 ,"I use this with my Echo Dot and it works flawlessly. It came with two sets of instruction; one is a setup without Alexa and the other instruction is with the use of Alexa. I did the mistake of following the one without Alexa as I did not read, my fault. So make sure you follow the correct one! Setting this up was easy, all you have to do is download an app then connect the smart plug via wifi to the app. And if using Alexa, you'll then have to connect Alexa to the app. Overall, I highly recommend this product!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Need to download app but easy to set up,5.0 ,"This plug is really cool! I never knew this type of devices existed, but the plug allows you to download an app and connect it through your phone. When I first received it I really didn't know how it worked, because I know next to nothing about tech. However, all you have to do is to download the app (there is a QR code on the box for you to scan as a shortcut to download the app, but it's not required), and follow instructions on the app. However, the password for some reason is shown unencrypted which looked kinda scary, but I was able to connect my device within 5-10 minutes! I encourage you to try it. I wish there were more plugs though!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Simple to setup and use,5.0 ,"This is my 2nd purchase into the world of home automation. I'm not in any way what you call a tech guy, but this thing was a breeze to setup and use for me. All I did was follow the included instructions, which took me about 30 minutes at the most. Manual On and Off can be done on the unit itself or with the app (Using the app is easy too) , it includes a countdown timer and regular days/hours timer. And it also has the skills compatibility for amazon alexa!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
This is the second smart device I bought for my echo Alexa,5.0 ,"This is the second smart device I bought for my echo Alexa. One in my daughter's room, I placed this one in living room, every time I walk in living room at night and wonder which button of the five is the light for living room(just moved into this house) , now I can ask Alexa to turn on it for me before I walk in there. This one works really well with Alexa, app is easy to download , reaction time is fast, I recommend this one","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Works flawlessly with Alexa,5.0 ,"We are currently working to put a wifi plug in every room of our house and we are almost there. I have purchased several different ones that are compatible with the Alexa system. This one sets up easily, links to Alexa with no difficulty- or can be used via app on your smartphone. There is virtually no lag time and it has worked flawlessly for about a month now. No complaints with this plug!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
This is so cool! I use this to turn off the TV ...,5.0 ,This is so cool! I use this to turn off the TV upstairs. I can control it and keep my kids from watching TV when I've said no. It annoys them so much. The cabinet is too big for them to move so there isn't anything they can do about it if I shut it off. It was easy to install and connect. I highly recommend this!,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
"Outlet turning on/off by mobile app via wifi and scheduling, an addition to home security",5.0 ,"Simple ""remote-control"" outlet, just the difference of not controlling via a remote but via Wifi and a mobile app. I found out that it is more easier to pair it via the ""AP mode"" than the other method suggested, YMMV, Your Miles May Vary. Simple and functional, with the addition of scheduling when the outlet should be ON or OFF, and addition to home security that giving the illusion of someone is at home with turning appliances/lights on/off.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
"Love this thing, Alexa turn on the light!",5.0 ,"This Wuudi Wifi outlet is great. you download an app and set it up all in less then 5 minutes (GREAT Instructions included) I use the Echo dot and have it connected to a lamp, Just tell Alexa to turn the light on and off and BAM it's on or off. I bought this one for my son, but I am ordering another to put in my room. Easy set up and works flawlessly after the setup. I have a video review if you want to watch, just google Wuudi Wifi Outlet review and you will see it. Highly recommended!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Easy to connect works great fast on and off response ...,5.0 ,"Easy to connect works great fast on and off response when using the app , when you add more to your home the app will automatically ask you if you would like to set it up to the same wifi network as the other ones already installed in the house what a great thing and easy","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Great for the price,5.0 ,"Works great, connected with Echo Dot and Echo immediately. Can turn on and off with both devices as well as the free app. Set up was very easy and much cheaper than other options. Produced by a Chinese company, so i'm guessing customer service is non-existent. Just read the directions and follow them and you shouldn't have issues. I had bought two of them and had them set up and running in 5 minutes total.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Steer clear. Still in Beta version.,1.0 ,"Worked for 3 days, and then stopped. Hasn't worked since January 1. I received it as a gift, or I would have returned it right away. My brother had several of them, and he had the same trouble. Fortunately, he was able to return his.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
One Star,1.0 ,burnt out after couple weeks,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Great Smart Outlet,5.0 ,"So far, works great. Synced with Amazon Alexa easily as well.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
One Star,1.0 ,Stopped working after one month,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Extremely disappointing,1.0 ,"This is good for about an hour, then it loses connection leaving Alexa to balefully report ""Sorry, the device is not responding...."" Only removing the plug and plugging it in again will fix the problem. So all in all, a waste of time.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Great product,5.0 ,"Simple to set up, good range with wifi, easy to use with Alexa, only problem is I need more.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
One Star,1.0 ,would not connect no matter what I did :(,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Five Stars,5.0 ,Good value price. I was able to install it using Alexa in just a few minutes,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
happy with this.,5.0 ,Perfect with Amazon Alexa. I am starting to build my dream smart house. Definitely recommend to others,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Great for Smart Home Noobs,5.0 ,"This plug is great! It was very easy to set up, and it integrates seamlessly with Amazon Echo","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Good design. Just a few clicks to set it …,5.0 ,Just a few clicks to set it up on line. it can be used as a timer as well,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Works Great!,4.0 ,"I purchased this for controlling a lamp with 2nd generation Amazon Echo Dot. After initial set up using the app and enabling the skill in the Alexa app, this plug does the trick for turning on and off the light through Alexa commands. No connectivity issues so far. Works Great!","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
TX,5.0 ,"Ryr,z rd,","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
it is a smart home item to my house,5.0 ,"I bought this little pack for a family vacation. I would like to be able to turn my lights on and off remotely. It is so cool and easy to install, i just spent 3 minutes to download the app. Can't wait for the holiday.","Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Five Stars,5.0 ,very good,"Wifi Smart Plug Wuudi Wireless Outlet No Hub Required Smart Timing Socket, Wireless Remote Control Your Devices Work with Alexa",B06X9PWDWH
Straightforward Setup,5.0 ,"Unlike past Wifi smart plugs that I've gotten, this one actually has a well developed app. Pros: - easy to setup (plug in, add device, wait for the scan, done, seriously the easiest smart device I've ever setup, not sure what some of the complaints are) - easy Alexa setup (add Tuya skill, login with email/phone even though it asks for phone only, it's weird, i know..) - app has a floating power control widget to get a quick shortcut (Wemo, TPLink, eControl doesn't have that, super handy) - android app is actually well designed with quick, responsive UI - usb charging port Cons: - could be good or bad depending on what you want.. usb charging port is not connected to the relay itself (does not have function to disable usb power) I wanted to connect my Yi Ants security camera to it - like most other socket from 2 years ago, this socket design takes a lot of space, so you'll really need a 2-to-6 socket adapter instead of wasting the other plug","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
"Great, cost effective, no extra hardware needed.",5.0 ,"These are great. I have one in my office controlling my fan through my Echo Dot, and one at home controlling my reading lamp through my Echo. No other hardware is needed. The TuyaSmart app on my cell phone initializes the plugs and allows me to name them, then the Amazon Alexa app links to the TuyaSmart account that was setup through the app to control the plugs. In playing around I learned that I can control the plugs from either one of my Echo devices or though the TuyaSmart app, if you don't have an AI assistant device.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Very convienent to turn a light on with this smart plug!,5.0 ,I don't know why I got stuck after I was half way through setting up this device but my daughter came over and did the final setup for me. I love that my light goes on and off with a command to Alexia and I can also turn it on or off with my phone when I'm away from home. Update...Sorry to say that it kept getting offline. I would have love it if it had kept working with Alexa! I had to return. Maybe my route was the problem?,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Great switch,5.0 ,Quick and easy set up work great with Alexa. Haven't had any issues with plug or app. Blue light on plug might be a little bright,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Reliable but has a few bugs that could be annoying at times,3.0 ,Works great with a few bugs which could be annoying if I used it for a major device in the house . I reported the issues I’ve been facing in the app that controls the device and it’s been more than 2 months and nothing has been fixed. Cheap price for this device however if you’re not okay with your lamps in your house blinking on and off simultaneously 3-4 times a day like me then I suggest you do not buy this. The only reason I’m giving it a 3 star is because I waited 2 months and I haven’t heard anything from the developer. I’m not sure if it’s a software issue or a hardware issue ..,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Perfect with Alexa! Works great.,5.0 ,"This outlet is working great! I bought this to use on a TV that doesn't have a remote, but we use Chromecast to stream. I hooked it up to Alexa Echo and now my son isn't leaving the TV on all the time. He was too lazy to go up and push the button on the TV set after he stopped casting. Works perfect.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Great alternative to name brand devices,5.0 ,These work great! Have then installed on a couple lamps and have them running on schedules. I also have them linked to my amazon echo and they work good. It does not work with google home as of yet.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Cool technology,4.0 ,I like the technology and what it's capable of doing. It's pricey but I hope the price will drop as people adopt this type of plugs in their home. I was able to set up the wifi quickly and got my light to work on a timer. Pretty cool. One reason I didn't give it 5 stars is because one of the two plugs was damaged/cracked.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Perfect.,5.0 ,Wish I had thought about this before. We use this at night for a suction machine for my daughter. She has a trach that if she coughs stuff up it can clog her trach and she can't breath. It used to wake her up every time we would turn the machine on and would also wake up my wife if she hadn't already been awake. Now we have the machine in another room and I can turn it on with my phone and it doesn't wake anyone up! Works perfectly every time.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
We love these outlet plugs,5.0 ,"We love these outlet plugs. I use the tuya smart app, to set schedules and timers for my lights to turn on. Then we Alexa for voice command. LOVE LOVE LOVE","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Temperamental!,4.0 ,"I use it to control a light by Alexa. It is generally fine, but some times it won’t respond and have to be switched manually.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Looks like this company keeps their data inside the US,4.0 ,"Outlets work well, the required application works ok. It would be a five star product if you were able to use IFTTT with the software. Network capture shows a MQTT ping going out to Amazon every minute. Looks like this company keeps their data inside the US.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Works great with Alexa,5.0 ,"These work flawlessly with my alexa, without a hub. Voice commands work great, just as expected!","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Reliable and inexpensive,5.0 ,Works constantly and was easy to setup via Tuya App. I would recommend this product!,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Smart plug works great,5.0 ,Plug works well with phone and echo. Works so well I have ordered 4 of them!!,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Four Stars,4.0 ,worked with cellphone having a little trouble linking it with alexa,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Must have,5.0 ,"If you have an Alexa, you need to add this. Easy to set up. Then plug in lamps etc. All that is left is to tell Alexa to turn it on and off. Even includes a place to plug in phone charger that stays on even if plug is off","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Love my Alexa. Dot generation 2,5.0 ,Worked right away and no problem downloading it to the Alexa app and skills. So easy to add extensions on. Haven't figured out how to add the TV with the cable box yet. But I'm working on it. But I love everything about it.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Just what I was looking for,5.0 ,Easy setup. Works well with Alexa,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Lights blink every 5 min. So annoying,2.0 ,"It works with Alexa 8/10 times. The most annoying thing ever is when it cuts out ever 5 minutes when lights are on. The lights blink nonstop and it is truly one of the most annoying things ever. Try another product first. Giving it two stars bc it does work, just not well.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,"works great so far, love it.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Four Stars,4.0 ,wish it worked on 5ghz,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,I love it! Works perfectly with my Echo Dot!,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Four Stars,4.0 ,wonderful. I loved it .,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
One Star,1.0 ,Does not play nice with my other smart plugs,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Four Stars,4.0 ,works with either a schedule on your smart phone or alexa.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,Excellent,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,Works with my other smart plugs like a charm! Would highly recommend.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
The price is right but the service isn't,1.0 ,"I was unable to set the device up despite multiple attempts to contact customer service. It may very well be a great product when it works and the price is right. Unfortunately, I'll never know.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Great~!,5.0 ,"This is an excellent product, after trying 3 different smart plugs this was finally able to pair and work with my devices flawlessly. Quick and easy to use, so far have not have any glitches.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Makes life easier!,5.0 ,Fairly easy to set up. Works well with Alexa.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,works great!!!,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,Great product. Very easy to set-up. Works great with Amazon Echo dot.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
One Star,1.0 ,Junk as for my needs.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Works great with echo dot!,4.0 ,"If you are having trouble getting the smart plug outlet to work with echo dot, read below. The first thing you need to do is have your phone using the 2.4Ghz wifi signal from your router. For some reason the device will not work on 5 Ghz. Then download Tuya Smart app. After downloading Tuya Smart app, open it and register. You will have to put your mobile phone number and a password. Leave the dashes out of the phone number and don’t put your email address in. After that Tuya Smart will text you a five digit code to put in. You will have to go check you text, get the five digit code and put the code in less than 60 seconds or it will make you have to reregister. Next is Open up Alexa app. Click on SKILLS and then download the Tuya Smart Skill. Once you have done all these steps, now you can look at the directions the device came with and follows those directions.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Excellent for the Price.,5.0 ,"The Fashion plug works perfect and as described! Easy to set up and get going with my Echo Dot. Install the Tuya Smart app on my phone, and pair. Then enable the Tuya Smart skill for Alexa, and you are good to go. I love that all the chinese stuff I have gotten so far (bulbs and outlets) all work with the same app. I had previously purchased a Chinese Alexa enabled outlet from another brand (Aquiv) and was surprised to find that not only is this similar, it is literally the exact same plug! I purchased this for 13.99, which is the cheapest I can find on Amazon, so I wouldn't worry about brand too much as long as the price is right. If anyone wants to see what it looks like inside there are photos attached. You have to pry/pop out the little two little covers on the back, take out the two screws, then slide something down the crack to pop it open. 2 more screws inside secure the board.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Works Well With Alexa,5.0 ,"This is my first device I have purchased in an attempt to make my house smarter than I am - so far so good. I only installed the plug yesterday so can't speak to durability but here are a couple of points. I bought it to control my bedside lamp which has a difficult type of switch for arthritic hands and is very small and difficult to find in the dark.. The instructions are a little muddled regarding linking to my Echo Dot and that was aggravated by the Echo Dot instructions which never made it totally clear whether it was referring in various places to the plug's app or the Alexa app. Also, why can't manufacturers use larger type for their instructions? Had to get in a bright light and, even though my vision is pretty good, contemplated getting out a magnifying glass. Those complaints aside, it was easy to set up and functioned on the first try. Have used it several times and it was especially neat to have for one of those 2 a.m. trips when the path to the loo is usually littered with a couple of dogs. Another reviewer said it was hoggish when it came to the wall outlet. I plugged it into the bottom one and had plenty of room to plug a power strip, one with a bulky three-prong plug, into the top outlet. One suggestion - pick a name for the outlet - i.e. bedroom lamp - before you start installation. I let the software name it and had a bit of difficulty changing the default. All-in-all I am pleased and thinking I may get another for the bedroom television.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Great for piece of mind,5.0 ,"Nice knowing that I have control of the electricity even when I am not home. So I like to use it with my hair appliances so it give me a piece of mind, when I leave my place and worry if I had turned the hair straightner off or not.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Easy to hookup,5.0 ,"Fast hookup after installing the app, Echo works great with it","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
These are WAY COOL!,5.0 ,"I have Alexa. I love tech. These work exactly and as easily as advertised. Download the app, plug these in, enter your Wifi's password and bingo, you're connected. Set up a schedule with the app, and let Alexa discover them, and you're done. I have one running a schedule for my dehumidifier, and another controlling my bedroom light. The bonus USB port on the side is GREAT!","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
waste of time,1.0 ,"Didn't work, followed the instructions, waste of time","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Good But With Pros and Cons,4.0 ,"First one of two had a very random start to the flashing red light necessary for set up. It took several minutes and many tries to get it into set up mode and get it to stay there. The second unit did not have that problem. Once the set up mode was activated, the rest of the set up was quick and easy. Both units now seem to be doing their job. The biggest negative is the rounded top that protrudes into the area of the second plug on a normal wall socket. It makes an adapter almost mandatory if you want to use the second plug. Since the rounded top is totally unnecessary for the proper function, it was apparently someone's ill-conceived idea of fashionable design. The USB socket is a nice add-on and does provide a charge to the iPhone.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Works like a charm,5.0 ,"I have two of these, one for my 6 bulb T5 and another for two 300 watt LED's (daisy chained). Im out of town mon-fri every week and all of my lights follow their schedule, yes i actually monitored them to see if they turn on and off. Would strongly recommend this product.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
